Ad_ID;Campaign_Name;Clicks;Impressions;Cost;Leads;Conversions;Conversion Rate;Sale_Amount;Ad_Date;Location;Device;Keyword
A1338;Data Analytics Course;1330;33600;20378;130;90;68;1654;14/11/2024;Hyderabad;Mobile;Online Data Analytic
A1339;Data Analytics Course;1350;58910;24569;210;60;44;1947;05/11/2024;Hyderabad;Mobile;Learn Data Analytics
A1341;Data Analytics Course;1000;49280;18668;220;100;1;1071;23/11/2024;Hyderabad;Mobile;Analytics For Data
A1342;Data Analytics Course;1380;40490;18266;200;70;51;1292;20/11/2024;Hyderabad;Mobile;Online Data Analytic
A1343;Data Analytics Course;1090;41140;24333;180;60;44;1456;25/11/2024;Hyderabad;Tablet;Learn Data Analytics
A1344;Data Analytics Course;1240;39470;19811;110;40;32;1308;26/11/2024;Hyderabad;Mobile;Data Analytics Course
A1346;Data Analytics Course;1970;53650;20886;140;40;31;1106;01/11/2024;Hyderabad;Tablet;Data Anaytics Training
A1347;Data Analytics Course;1140;52130;22465;260;40;35;1218;29/11/2024;Hyderabad;Tablet;Online Data Analytic
A1348;Data Analytics Course;1170;39510;21202;160;50;52;1949;10/11/2024;Hyderabad;Desktop;Data Anaytics Training
A1349;Data Analytics Course;1980;34050;2249;130;100;51;1631;14/11/2024;Hyderabad;Tablet;Online Data Analytic
A1351;Data Analytics Course;1370;36020;19455;230;50;36;1580;02/11/2024;Hyderabad;Tablet;Data Analytics Course
A1354;Data Analytics Course;1940;50190;22767;280;70;36;1019;22/11/2024;Hyderabad;Mobile;Learn Data Analytics
A1355;Data Analytics Course;1770;35690;19031;130;80;35;1403;25/11/2024;Hyderabad;Mobile;Online Data Analytic
A1356;Data Analytics Course;1130;34200;22348;220;100;58;1138;23/11/2024;Hyderabad;Mobile;Online Data Analytic
A1357;Data Analytics Course;1330;30640;2218;220;50;38;1538;11/11/2024;Hyderabad;Mobile;Learn Data Analytics
A1358;Data Analytics Course;1180;37300;2075;250;80;39;1011;12/11/2024;Hyderabad;Mobile;Data Anaytics Training
A1359;Data Analytics Course;1090;58520;23544;200;50;46;1946;14/11/2024;Hyderabad;Desktop;Analytics For Data
A1360;Data Analytics Course;1090;40110;18451;130;60;53;1375;23/11/2024;Hyderabad;Desktop;Data Analitics Online
A1361;Data Analytics Course;1280;46360;24383;200;100;59;1941;02/11/2024;Hyderabad;Mobile;Data Anaytics Training
A1363;Data Analytics Course;890;58720;19832;140;60;67;1553;20/11/2024;Hyderabad;Mobile;Online Data Analytic
A1364;Data Analytics Course;1570;57620;2481;260;40;25;1999;05/11/2024;Hyderabad;Tablet;Data Analitics Online
A1365;Data Analytics Course;880;33960;19379;190;50;57;1860;18/11/2024;Hyderabad;Mobile;Online Data Analytic
A1366;Data Analytics Course;1300;30920;21139;280;70;54;1031;24/11/2024;Hyderabad;Tablet;Data Analytics Course
A1372;Data Analytics Course;1180;48450;19025;110;30;46;1446;18/11/2024;Hyderabad;Desktop;Analytics For Data
A1374;Data Analytics Course;1200;46180;20091;180;70;58;1775;02/11/2024;Hyderabad;Tablet;Data Analitics Online
A1375;Data Analytics Course;1940;39410;24035;270;100;52;1373;11/11/2024;Hyderabad;Desktop;Data Analytics Course
A1376;Data Analytics Course;1350;50960;23032;140;40;3;1478;18/11/2024;Hyderabad;Mobile;Data Anaytics Training
A1377;Data Analytics Course;1900;55370;18898;200;40;21;1989;04/11/2024;Hyderabad;Tablet;Learn Data Analytics
A1378;Data Analytics Course;1980;42080;18006;190;80;4;1462;08/11/2024;Hyderabad;Mobile;Data Anaytics Training
A1379;Data Analytics Course;870;53580;23657;190;50;57;1141;02/11/2024;Hyderabad;Tablet;Learn Data Analytics
A1380;Data Analytics Course;1060;55830;21881;130;30;28;1049;15/11/2024;Hyderabad;Desktop;Data Analytics Course
A1381;Data Analytics Course;1690;30690;2277;120;50;3;1063;28/11/2024;Hyderabad;Mobile;Data Analytics Course
A1383;Data Analytics Course;1610;48520;2351;100;80;5;1738;24/11/2024;Hyderabad;Desktop;Online Data Analytic
A1384;Data Analytics Course;1950;51200;2496;260;30;15;1571;04/11/2024;Hyderabad;Mobile;Data Anaytics Training
A1385;Data Analytics Course;1110;35500;23181;100;90;81;1462;26/11/2024;Hyderabad;Mobile;Data Anaytics Training
A1386;Data Analytics Course;1240;56180;20595;250;70;56;1374;19/11/2024;Hyderabad;Mobile;Data Analytics Course
A1387;Data Analytics Course;890;47000;21995;280;60;67;1493;19/11/2024;Hyderabad;Mobile;Data Analytics Course
A1389;Data Analytics Course;1770;59650;1997;280;30;17;1090;13/11/2024;Hyderabad;Mobile;Data Analitics Online
A1390;Data Analytics Course;1630;57740;22161;290;90;55;1396;08/11/2024;Hyderabad;Desktop;Learn Data Analytics
A1391;Data Analytics Course;1240;40790;18907;180;30;24;1430;23/11/2024;Hyderabad;Desktop;Data Analytics Course
A1395;Data Analytics Course;960;37610;19645;100;50;35;1518;30/11/2024;Hyderabad;Tablet;Online Data Analytic
A1400;Data Analytics Course;860;35550;22523;110;60;35;1193;11/11/2024;Hyderabad;Desktop;Data Anaytics Training
A1401;Data Analytics Course;890;37600;21869;210;90;101;1474;25/11/2024;Hyderabad;Desktop;Learn Data Analytics
A1402;Data Analytics Course;1180;35960;23666;290;90;76;1154;23/11/2024;Hyderabad;Tablet;Data Analytics Course
A1404;Data Analytics Course;950;53860;18496;230;80;51;1045;20/11/2024;Hyderabad;Desktop;Online Data Analytic
A1405;Data Analytics Course;1440;53810;19943;100;100;69;1085;09/11/2024;Hyderabad;Desktop;Data Anaytics Training
A1406;Data Analytics Course;1070;55360;23875;150;30;34;1822;17/11/2024;Hyderabad;Mobile;Analytics For Data
A1407;Data Analytics Course;1460;31650;21109;160;70;48;1706;08/11/2024;Hyderabad;Mobile;Learn Data Analytics
A1408;Data Analytics Course;1140;52170;24794;110;100;88;1876;18/11/2024;Hyderabad;Desktop;Data Analitics Online
A1409;Data Analytics Course;1620;43010;22377;210;70;43;1066;20/11/2024;Hyderabad;Mobile;Learn Data Analytics
A1411;Data Analytics Course;1630;51600;18484;190;40;41;1773;23/11/2024;Hyderabad;Desktop;Data Analytics Course
A1413;Data Analytics Course;1560;41500;22317;200;100;64;1940;14/11/2024;Hyderabad;Tablet;Learn Data Analytics
A1415;Data Analytics Course;1240;59560;20144;120;90;73;1598;24/11/2024;Hyderabad;Tablet;Data Analitics Online
A1417;Data Analytics Course;1400;38220;24168;300;100;57;1138;19/11/2024;Hyderabad;Tablet;Data Analytics Course
A1418;Data Analytics Course;810;31470;2322;300;90;111;1066;29/11/2024;Hyderabad;Mobile;Data Analytics Course
A1419;Data Analytics Course;1650;46130;24672;190;30;18;1055;11/11/2024;Hyderabad;Tablet;Data Anaytics Training
A1420;Data Analytics Course;1930;49190;24724;190;40;21;1933;25/11/2024;Hyderabad;Desktop;Data Analitics Online
A1422;Data Analytics Course;810;34970;22666;110;60;74;1047;19/11/2024;Hyderabad;Mobile;Data Analitics Online
A1425;Data Analytics Course;990;40120;22076;140;40;4;1698;12/11/2024;Hyderabad;Tablet;Data Anaytics Training
A1426;Data Analytics Course;1040;30130;20407;120;30;58;1016;20/11/2024;Hyderabad;Mobile;Learn Data Analytics
A1427;Data Analytics Course;1180;38240;1848;160;50;42;1818;19/11/2024;Hyderabad;Desktop;Learn Data Analytics
A1429;Data Analytics Course;880;38040;2492;100;80;38;1044;09/11/2024;Hyderabad;Tablet;Data Anaytics Training
A1430;Data Analytics Course;1420;37910;20786;230;40;28;1073;20/11/2024;Hyderabad;Tablet;Data Analitics Online
A1431;Data Analytics Course;1270;51980;24256;260;60;47;1872;16/11/2024;Hyderabad;Tablet;Learn Data Analytics
A1433;Data Analytics Course;1250;54350;20265;250;50;4;1767;23/11/2024;Hyderabad;Desktop;Online Data Analytic
A1435;Data Analytics Course;1120;38500;23352;140;80;33;1760;22/11/2024;Hyderabad;Desktop;Data Analytics Course
A1436;Data Analytics Course;1440;59760;19765;130;90;62;1743;22/11/2024;Hyderabad;Mobile;Data Analytics Course
A1439;Data Analytics Course;1000;54810;18072;140;70;7;1185;02/11/2024;Hyderabad;Desktop;Analytics For Data
A1440;Data Analytics Course;1790;41090;19184;190;40;22;1961;02/11/2024;Hyderabad;Tablet;Online Data Analytic
A1441;Data Analytics Course;1800;38870;18626;180;60;33;1048;05/11/2024;Hyderabad;Desktop;Data Analytics Course
A1442;Data Analytics Course;1460;46330;18607;260;30;21;1053;25/11/2024;Hyderabad;Desktop;Data Anaytics Training
A1443;Data Analytics Course;1240;53530;23969;130;40;32;1493;19/11/2024;Hyderabad;Desktop;Learn Data Analytics
A1444;Data Analytics Course;1690;53800;19966;270;60;36;1059;03/11/2024;Hyderabad;Desktop;Data Anaytics Training
A1448;Data Analytics Course;1230;35270;23931;210;30;24;1536;04/11/2024;Hyderabad;Tablet;Analytics For Data
A1449;Data Analytics Course;1010;33300;2098;190;100;99;1296;14/11/2024;Hyderabad;Mobile;Data Anaytics Training
A1450;Data Analytics Course;1410;39130;24532;210;30;56;1904;15/11/2024;Hyderabad;Desktop;Analytics For Data
A1452;Data Analytics Course;1050;30080;20691;210;40;38;1009;10/11/2024;Hyderabad;Desktop;Online Data Analytic
A1453;Data Analytics Course;1780;53180;20705;180;40;31;1421;20/11/2024;Hyderabad;Desktop;Data Analitics Online
A1454;Data Analytics Course;1890;52440;24218;290;30;16;1080;07/11/2024;Hyderabad;Mobile;Analytics For Data
A1455;Data Analytics Course;1140;48040;24933;140;60;53;1879;05/11/2024;Hyderabad;Mobile;Data Analytics Course
A1456;Data Analytics Course;1600;59200;2013;300;70;47;1080;18/11/2024;Hyderabad;Tablet;Data Analytics Course
A1458;Data Analytics Course;1460;38870;20659;260;90;62;1042;07/11/2024;Hyderabad;Desktop;Online Data Analytic
A1460;Data Analytics Course;1630;41250;24609;270;50;31;1910;27/11/2024;Hyderabad;Mobile;Learn Data Analytics
A1461;Data Analytics Course;1930;55710;2135;190;80;59;1754;28/11/2024;Hyderabad;Mobile;Analytics For Data
A1462;Data Analytics Course;1790;43090;23762;210;70;39;1719;14/11/2024;Hyderabad;Mobile;Data Analytics Course
A1463;Data Analytics Course;860;55380;22313;220;70;37;1544;30/11/2024;Hyderabad;Tablet;Data Anaytics Training
A1466;Data Analytics Course;1470;31120;20674;120;80;54;1815;18/11/2024;Hyderabad;Mobile;Data Analytics Course
A1469;Data Analytics Course;1640;38720;21053;120;50;3;1532;12/11/2024;Hyderabad;Tablet;Data Analitics Online
A1470;Data Analytics Course;1990;42550;21284;140;60;54;1125;22/11/2024;Hyderabad;Desktop;Learn Data Analytics
A1472;Data Analytics Course;1500;56190;19189;230;60;4;1735;19/11/2024;Hyderabad;Desktop;Data Anaytics Training
A1473;Data Analytics Course;1710;51570;18326;240;90;46;1430;09/11/2024;Hyderabad;Desktop;Data Analitics Online
A1474;Data Analytics Course;1390;48710;2114;250;90;65;1247;29/11/2024;Hyderabad;Mobile;Data Anaytics Training
A1475;Data Analytics Course;1170;58630;22469;240;100;54;1580;16/11/2024;Hyderabad;Mobile;Data Analitics Online
A1476;Data Analytics Course;1960;32050;18882;240;80;41;1837;24/11/2024;Hyderabad;Desktop;Data Analytics Course
A1477;Data Analytics Course;1840;54630;22458;300;60;33;1565;26/11/2024;Hyderabad;Tablet;Data Anaytics Training
A1479;Data Analytics Course;1200;46660;18072;300;30;53;1627;24/11/2024;Hyderabad;Mobile;Analytics For Data
A1481;Data Analytics Course;800;38340;18122;150;30;37;1270;22/11/2024;Hyderabad;Tablet;Learn Data Analytics
A1482;Data Analytics Course;1680;39340;24609;240;60;41;1592;24/11/2024;Hyderabad;Tablet;Data Analitics Online
A1483;Data Analytics Course;1360;57240;21837;250;100;74;1268;18/11/2024;Hyderabad;Desktop;Data Analytics Course
A1484;Data Analytics Course;860;47630;24378;110;80;93;1770;13/11/2024;Hyderabad;Mobile;Learn Data Analytics
A1485;Data Analytics Course;1750;30950;23686;220;40;23;1617;20/11/2024;Hyderabad;Mobile;Analytics For Data
A1486;Data Analytics Course;1730;55540;18509;220;40;23;1000;01/11/2024;Hyderabad;Desktop;Data Analytics Course
A1487;Data Analytics Course;1920;34070;22329;290;90;47;1538;25/11/2024;Hyderabad;Tablet;Data Anaytics Training
A1488;Data Analytics Course;1900;44650;24138;280;50;26;1910;04/11/2024;Hyderabad;Desktop;Analytics For Data
A1489;Data Analytics Course;1610;33110;22164;160;50;31;1006;02/11/2024;Hyderabad;Tablet;Online Data Analytic
A1490;Data Analytics Course;1970;32650;2004;150;30;15;1882;01/11/2024;Hyderabad;Mobile;Learn Data Analytics
A1491;Data Analytics Course;800;49690;2107;250;30;37;1146;05/11/2024;Hyderabad;Tablet;Analytics For Data
A1492;Data Analytics Course;1450;53680;20088;140;40;28;1125;27/11/2024;Hyderabad;Tablet;Learn Data Analytics
A1493;Data Analytics Course;900;58510;23294;220;80;89;1421;28/11/2024;Hyderabad;Desktop;Learn Data Analytics
A1496;Data Analytics Course;1790;58280;24784;150;40;22;1127;14/11/2024;Hyderabad;Mobile;Analytics For Data
A1497;Data Analytics Course;1810;49350;23929;150;50;3;1497;09/11/2024;Hyderabad;Desktop;Data Anaytics Training
A1498;Data Analytics Course;1880;44910;20173;240;70;37;1906;21/11/2024;Hyderabad;Mobile;Online Data Analytic
A1499;Data Analytics Course;1390;36590;18909;160;40;29;1892;29/11/2024;Hyderabad;Desktop;Data Anaytics Training
A1501;Data Analytics Course;950;58440;21195;100;90;95;1444;08/11/2024;Hyderabad;Tablet;Learn Data Analytics
A1505;Data Analytics Course;970;33300;18298;150;30;31;1102;14/11/2024;Hyderabad;Tablet;Data Analitics Online
A1507;Data Analytics Course;1340;35620;24759;240;100;75;1295;01/11/2024;Hyderabad;Tablet;Analytics For Data
A1508;Data Analytics Course;1170;51440;22176;230;30;38;1338;11/11/2024;Hyderabad;Mobile;Analytics For Data
A1510;Data Analytics Course;1730;33280;22417;150;100;43;1904;28/11/2024;Hyderabad;Mobile;Online Data Analytic
A1511;Data Analytics Course;1580;43360;23829;260;90;52;1245;30/11/2024;Hyderabad;Tablet;Online Data Analytic
A1514;Data Analytics Course;830;39260;23707;220;50;6;1667;07/11/2024;Hyderabad;Mobile;Analytics For Data
A1516;Data Analytics Course;980;55710;2084;150;70;71;1890;14/11/2024;Hyderabad;Desktop;Analytics For Data
A1517;Data Analytics Course;1510;57000;18227;130;30;54;1255;23/11/2024;Hyderabad;Mobile;Data Analytics Course
A1519;Data Analytics Course;840;46460;22632;110;70;51;1596;30/11/2024;Hyderabad;Tablet;Analytics For Data
A1521;Data Analytics Course;1480;47250;18702;250;30;2;1586;15/11/2024;Hyderabad;Mobile;Learn Data Analytics
A1523;Data Analytics Course;1050;38800;24663;190;80;51;1598;13/11/2024;Hyderabad;Mobile;Data Anaytics Training
A1524;Data Analytics Course;1870;38420;21435;280;50;31;1596;13/11/2024;Hyderabad;Mobile;Online Data Analytic
A1525;Data Analytics Course;1530;31430;24473;120;100;65;1365;15/11/2024;Hyderabad;Mobile;Online Data Analytic
A1526;Data Analytics Course;1430;57810;20863;210;90;5;1443;26/11/2024;Hyderabad;Mobile;Data Analitics Online
A1527;Data Analytics Course;1830;37900;20248;210;80;37;1215;26/11/2024;Hyderabad;Desktop;Data Anaytics Training
A1529;Data Analytics Course;980;38000;24045;160;30;31;1700;01/11/2024;Hyderabad;Desktop;Data Analytics Course
A1530;Data Analytics Course;870;46750;20071;280;60;69;1428;20/11/2024;Hyderabad;Mobile;Analytics For Data
A1532;Data Analytics Course;1510;30220;19135;130;40;26;1133;18/11/2024;Hyderabad;Mobile;Learn Data Analytics
A1533;Data Analytics Course;1130;54070;20323;150;90;37;1745;16/11/2024;Hyderabad;Desktop;Data Anaytics Training
A1534;Data Analytics Course;890;50950;20221;220;40;56;1065;07/11/2024;Hyderabad;Tablet;Data Analytics Course
A1535;Data Analytics Course;1740;35870;21767;100;70;4;1226;22/11/2024;Hyderabad;Mobile;Data Anaytics Training
A1538;Data Analytics Course;970;34800;23332;220;30;31;1008;28/11/2024;Hyderabad;Desktop;Data Analitics Online
A1540;Data Analytics Course;1300;53840;2186;240;80;62;1943;28/11/2024;Hyderabad;Mobile;Learn Data Analytics
A1541;Data Analytics Course;1030;47660;24534;110;80;78;1488;08/11/2024;Hyderabad;Desktop;Analytics For Data
A1543;Data Analytics Course;1270;46250;20762;170;30;24;1811;17/11/2024;Hyderabad;Desktop;Learn Data Analytics
A1544;Data Analytics Course;1700;46890;19598;260;60;35;1873;14/11/2024;Hyderabad;Desktop;Data Analitics Online
A1546;Data Analytics Course;1320;33650;19801;170;90;68;1161;14/11/2024;Hyderabad;Desktop;Analytics For Data
A1547;Data Analytics Course;1680;33920;23077;150;90;54;1504;11/11/2024;Hyderabad;Mobile;Online Data Analytic
A1549;Data Analytics Course;1630;33400;21735;260;70;43;1751;24/11/2024;Hyderabad;Tablet;Data Anaytics Training
A1550;Data Analytics Course;840;44070;19252;190;100;119;1221;03/11/2024;Hyderabad;Tablet;Learn Data Analytics
A1551;Data Analytics Course;1240;31800;1808;170;60;48;1822;11/11/2024;Hyderabad;Mobile;Online Data Analytic
A1552;Data Analytics Course;1620;49470;23376;230;60;45;1973;15/11/2024;Hyderabad;Tablet;Data Analytics Course
A1553;Data Analytics Course;1190;44800;18425;200;30;25;1985;22/11/2024;Hyderabad;Mobile;Online Data Analytic
A1554;Data Analytics Course;1510;55950;24666;240;40;26;1921;29/11/2024;Hyderabad;Desktop;Learn Data Analytics
A1555;Data Analytics Course;1900;48080;19994;160;60;32;1454;03/11/2024;Hyderabad;Desktop;Data Analitics Online
A1556;Data Analytics Course;1380;33820;20412;270;70;51;1386;05/11/2024;Hyderabad;Tablet;Learn Data Analytics
A1557;Data Analytics Course;1000;46430;21446;160;90;9;1179;03/11/2024;Hyderabad;Tablet;Online Data Analytic
A1563;Data Analytics Course;1880;38380;24099;150;30;16;1951;10/11/2024;Hyderabad;Mobile;Data Analytics Course
A1564;Data Analytics Course;810;56590;22298;250;40;57;1654;19/11/2024;Hyderabad;Tablet;Data Analitics Online
A1566;Data Analytics Course;1580;52140;22228;210;30;19;1630;03/11/2024;Hyderabad;Desktop;Data Analytics Course
A1568;Data Analytics Course;1280;50260;23988;150;90;7;1745;25/11/2024;Hyderabad;Mobile;Analytics For Data
A1569;Data Analytics Course;1480;38830;1814;300;40;27;1966;16/11/2024;Hyderabad;Desktop;Analytics For Data
A1572;Data Analytics Course;1360;54540;2477;130;60;44;1687;06/11/2024;Hyderabad;Mobile;Data Analitics Online
A1573;Data Analytics Course;1320;49570;22043;280;60;45;1218;03/11/2024;Hyderabad;Mobile;Online Data Analytic
A1575;Data Analytics Course;850;47470;22435;260;50;59;1087;01/11/2024;Hyderabad;Tablet;Data Analytics Course
A1576;Data Analytics Course;1290;58740;20017;120;50;39;1405;29/11/2024;Hyderabad;Tablet;Online Data Analytic
A1578;Data Analytics Course;850;53410;24964;210;60;32;1388;10/11/2024;Hyderabad;Mobile;Online Data Analytic
A1581;Data Analytics Course;1460;44840;19467;270;90;52;1234;02/11/2024;Hyderabad;Tablet;Data Anaytics Training
A1582;Data Analytics Course;1780;43110;20546;180;40;22;1671;18/11/2024;Hyderabad;Tablet;Analytics For Data
A1583;Data Analytics Course;1970;30090;23344;220;90;46;1374;18/11/2024;Hyderabad;Tablet;Analytics For Data
A1584;Data Analytics Course;1760;31100;20523;230;50;28;1746;19/11/2024;Hyderabad;Desktop;Online Data Analytic
A1586;Data Analytics Course;1050;32740;18789;240;40;38;1360;09/11/2024;Hyderabad;Desktop;Learn Data Analytics
A1587;Data Analytics Course;1130;32310;21013;190;100;41;1234;15/11/2024;Hyderabad;Desktop;Online Data Analytic
A1589;Data Analytics Course;880;51960;19732;260;50;57;1438;03/11/2024;Hyderabad;Desktop;Online Data Analytic
A1590;Data Analytics Course;1060;53210;23976;110;70;66;1910;24/11/2024;Hyderabad;Desktop;Data Anaytics Training
A1591;Data Analytics Course;1480;58410;24309;150;70;47;1535;29/11/2024;Hyderabad;Mobile;Data Analitics Online
A1594;Data Analytics Course;1280;47290;24345;250;90;31;1782;23/11/2024;Hyderabad;Desktop;Learn Data Analytics
A1595;Data Analytics Course;1630;53710;21589;290;70;43;1906;05/11/2024;Hyderabad;Tablet;Data Analytics Course
A1596;Data Analytics Course;1830;52680;20365;170;50;27;1731;12/11/2024;Hyderabad;Mobile;Learn Data Analytics
A1597;Data Analytics Course;1960;53860;22431;230;40;2;1423;30/11/2024;Hyderabad;Tablet;Learn Data Analytics
A1599;Data Analytics Course;1740;30310;24232;250;60;34;1381;08/11/2024;Hyderabad;Mobile;Online Data Analytic
A1601;Data Analytics Course;1180;32740;22262;100;30;25;1716;09/11/2024;Hyderabad;Tablet;Analytics For Data
A1602;Data Analytics Course;1180;58890;19301;170;100;85;1789;10/11/2024;Hyderabad;Desktop;Online Data Analytic
